class,text,language
1,Ndị ikom ahụ na-eme ka ụmụ lee anya.,igbo
1,Ọtụtụ ndị nwere ụmụ nwanyị na-eme ihe ike na-akparị ha ngwa ngwa.Tuna azụ ụbụrụ ụmụ mmadụ!The genesis is whether or not your fellow woman is qualified to be a commissioner in Anambra because she was not born Igbo.,igbo
1,        You dey crase ni 😂😂😂,english
2,"Ọ bụrụ na ị kwetaghị na m kwetara na m kwetara na Chineke dị, ị ga-abụ onye Alakụba n'agbanyeghị ihe ọjọọ ị na-eme, ọ bụrụ na ị na-egbu ndị mmadụ n'ihi okpukpe gị, ị bụ onye na-eyi ọha egwu.",igbo
1,Ọ naghịzi enye m nsogbu n'obi.,igbo
1, He is not responding to individuals bcoz he needs to ensure it gets to the citizens &amp; not some road side chaps that want to make a quick profit at the expense of others. “Super Powers” are asking for help as the world is in crisis mode &amp; you guys are just bitching! Jezzzzzz!🤦🏾‍♀️,english
2, :  Only the Name Nigeria is a Curse to Humanity Biafra/Oduduwa is the only option.  …,english
0, Àwọn tó ń gbé nílùú,yoruba
1,"Ba ya samun kalma don kare kansa, wauta Link",hausa
2,"Lmaooo! "": ọbụna get me malitere na otu ugly ass ugly nwa bitch.....""",igbo
0,Ndị Fulani na-azụ atụrụ na-agba ndị lụrụ ọhụrụ alụkwaghịm n'obodo Ogun,igbo
2,àwọn aláwọ̀ funfun sì ni ẹ̀yin ajá àti àwọn ajá,yoruba
1,"Afirkawa suna neman wanda za su zargi kamar yadda suka saba. yayin da wadancan kasashen suka kara rikicin, matsalar farko ta Afirka ita ce 'yan Afirka masu baya. soke ni idan kuna so, wannan gaskiya ce mai sauki da yawa daga cikinku ba za su yarda ba",hausa
2,"Nítorí pé Nàìjíríà jẹ́ ilé ìtajà tó ń lọ sí ilẹ̀ Gẹ̀ẹ́sì, àwọn ọmọ ilẹ̀ Hausa Fulani ni wọ́n ń lo orúkọ wọn ní NÍGÌNÀ NÍ GÌGBÀ tí àwọn ọmọ ilẹ̀ YORUBAS tó ní ìkọ́lé tó jinlẹ̀ ń jàǹfààní nínú Nàìjíríà kan.",yoruba
0,   I bu ezigbote iti. Show me how you have been celebrating with Biafran flag and I will applaud you. You want someone who reps Naija in National team to fly Biafran flag. You need help,english
2,"Ka E Mee Ka Ụwa Dị Otú A, ỤMỤ ASA NA-AGBANYE ỤMỤ ASA NA-AKWỤTA NDỊ ỌZỌ IGBO.",igbo
2,Ị na-eyi egwu ịhapụ iso m?,igbo
0,"A fine book of Islamic stories to help children understand the ethics, value and tenets of the Islamic faith. 

    LINK",english
1,Ẹ fi mi han ibi tí Buhari ti fi ìbẹ̀rù ogun sí àwọn olùṣọ́ àgùntàn Fulani.,yoruba
1,"àmọ́, ó ń mú kí àwọn àgbẹ̀ máa dín iye tí wọ́n ń ná kù.",yoruba
2,Watch as one of the hungry bitches gets double penetrated by two hung guys in Abuja FuckFest Part 2. LINK,english
1,'Yan kudancin kudancin ba sa son ku Kudu maso Yamma ba Arewa ba. Wannan saboda ku masu yaudara ne kuma kuna son mamayewa.,hausa
1,"          Wicked generation of Politicians. They forget that someday their children will be affected, either directly or indirectly. Supernonsense and superhighway",english
1,Dukansu kungiyoyin Manchester ba su da amfani.,hausa
0,Ẹ̀yà  ọkùnrin LINK,yoruba
1,Ka'a aboki mai lalata duniya ta wuce wannan amma kai duk ka'a har yanzu ka'a so ka kasa kula da mace ta tsirara ko da lokacin da ta yi maka kyau kai ne ka'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a,hausa
2,"  No northerner is putting Nigeria on the map globally, just a bunch of idiots.
Northerners are the reason why Nigeria keeps sliding back. The North is dead weight to the South. They're even worse than dead weight, parasites.",english
1,Nwaanyị na-adịghị ike  ♂️ LINK,igbo
0,Ó dájú pé àwa ará Biafra ní láti gbé ìgbé ayé wa ní ọwọ́ wa nítorí pé a ò ní ohun tá a lè ṣe.,yoruba
0," Mr. Trump, pls dont sit idle while entire Christian people of South Eastern Nigeria called Biafrans are masarcered again.",english
0,ẹni rere àti ẹni búburú,yoruba
0,️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️  ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️ ️  ️ ️  ️ ️ ️ ️  ️ ️ ️ ️ ️ ️ ️  ️ ️   ️ ️  ️ ️   ️ ️   ️         ️    ️   ️ ️    ️    ️    ,yoruba
2,Ana m agwa gị... ndị Naịjirịa  ihu abụọ,igbo
2,"Bẹẹni, nítorí pé àwọn èèyàn wa jẹ́ afójú tí wọ́n sì ti ta ara wọn fún wọn....... ìbéèrè ni pé, kí ló ṣẹlẹ̀ bí àwọn ará China bá ń ṣètìlẹ́yìn fún ìjàngbò ní àríwá nísinsìnyí?????",yoruba
2,"""Àwọn obìnrin oníbínú tí ọkàn wọn ti bà jẹ́, tí wọn ò sì ní nǹkan kan ṣe.",yoruba
2,GA WATA TA CE; Kunya ga 'yan siyasar Arewa LINK,hausa
2,"Fulanis niile bụ ndị na-azụ azụ ha enweghị ike ịga n'ihu dị ka agbụrụ. cryptocurrency ego nke bụ iwu n'ụwa nile bụ ugbu a nzuzu na Nigeria, ihe a mba.adamu Garba ị na ụmụnne gị kwesịrị ịmalite ehi na-azụ anụ na North ọ dịghị ihe ọzọ ọ ga-enyere ugwu na-amụba ha State revenue",igbo
1,N'ụzọ ihe si aga n'ala a ajọ omume n'ebe nile Dole mu shaaa wahala Ndị mmadụ adịghị asọpụrụ Chineke ọzọ,igbo
0,"Party tax.. lokonga ti n fi han pe o ti di alabọde ti o ga julọ ni ọdun 2-3 ṣugbọn party, Emi ko rii nkankan ti o ga julọ ninu rẹ",yoruba
1,Gịnị mere ndị lụrụ di ji eche na ha nwere ike iji ego ha nweta nwa agbọghọ ọ bụla?,igbo
2,"Àwọn olùpolongo jàǹbá ń lọ ní gúúsù Nàìjíríà, àwọn olùpolongo jàǹbá ń lọ ní àtìpó, àwọn olùpolongo jàǹbá ń lọ ní àtìpó, àwọn gómìnà ìjọba, àwọn gómìnà ìpínlẹ̀ àti àwọn àlùfáà ìsìn Islam ń ṣe àwọn ìpolongo jàǹbá fún àwọn ọmọ orílẹ̀-èdè náà, nítorí pé àwọn ọmọ orílẹ̀-èdè tí wọ́n ti wá láti àríwá ni ẹ̀sìn wọn ti ga jù lọ.",yoruba
0,Ọ bụ mgbe ndị Yoruba gara ụlọ akwụkwọ ka ha na-aga ndọrọ ndọrọ ọchịchị.,igbo
1,"Kada ka je ka rufe ka wauta bakinka, ba ka 'yar'uwarka ka je ka gaya mini!",hausa
0,Ihe a na-apụghị ime eme!,igbo
0, Ti obidient ba mun yin sowo... Eje yin a gbe 😂😂,english
2,àwọn almájírì àríwá tí kò mọ̀wé tí wọ́n sì ti fi ẹ̀rọ ẹ̀yà ara wọn ṣe àjẹsára ni àwọn búhárísì. àwọn tó wà lára wọn ló ń jà fún owó wọn. kódà aisha ti sọ fún àwọn èèyàn pé kí wọ́n yanjú ìṣòro náà.,yoruba
2,Ƙiyayya da nake yi wa mutanen arewa tana ƙaruwa kowace rana,hausa
1,A lot of nija artists are all about rythm and beats.When I listen to some nija music and try to understand the content u hear nothing but nonsense and stupidity... Stop transferring your idiotic disposition into innocent kids. Music is more powerful than u think...,english
1, Just like me... very wicked,english
2,Ee... ndị ugwu ahụ bụ ndị ihu abụọ. ndị a na-achị n'etiti ha na-eme nke ọma na Abuja mana ha agaghị ahụ ha. ha na-eme ka iwu nzuzu dị n'etiti ha.,igbo
1,"""Amma yana da wuya 2 sami daya a Naija *sigh*",hausa
2,"South East & South South governor's yẹ ki o jí ki o si koju Fulani olùṣọ́ àgùntàn ewu . kí ni wọn bẹru, ti o ba sọrọ o kú, ti o ba ko ba sọrọ o kú, sọrọ ati kú fun nkankan",yoruba
1, Those hausas have bastard money.,english
0,"Kò sí Oba kankan ní ilẹ̀ Yorùbá tó ní ẹ̀tọ́ yìí, ọ̀gá mi.",yoruba
2,M na-agba gburugburu na n'okpuru clitoris nke bitches,igbo
1,Orisirisi banza!😂,hausa
1,O ti wa ni igbesẹ ti ara rẹ kidnapping nikan lati rin irin-ajo fun ọrun Girl bayi jẹ nikan idiju,yoruba
2,"fún ọdún mélòó kan báyìí, àwọn olùṣọ́ àgùntàn Fulani tó ń pa àwọn àgbẹ̀ ní gúúsù ti ń pa àwọn àgbẹ̀ ní gúúsù, wọ́n ti pa àwọn ilẹ̀ àti àwọn irè oko run. àwọn aṣáájú àríwá ò sì sọ ohun tí wọ́n ń sọ. nígbà táwọn èèyàn bẹ̀rẹ̀ sí í bá àwọn olùṣọ́ àgùntàn tó ń gbéjà ko àwọn ẹran ọ̀sìn yìí jà, àríwá pinnu láti fòfin de àwọn ohun ọ̀gbìn oúnjẹ ní gúúsù.",yoruba
0,"Ó yà mí lẹ́nu pé ọ̀pọ̀ àwọn ìjọba tuntun ló ń ṣe iṣẹ́ yìí, àwọn áńgẹ́lì sì ti fún àwọn èèyàn ní ìtìlẹ́yìn láti kọ́ ọ̀nà náà.",yoruba
1,Má ṣe lo ìmọ̀ obìnrin láti fi hàn pé o burú - Chimamanda 😂😂 Apt👌,yoruba
1, Yep. And hes still a dumb dumb for insulting M.I fans.,english
2,""" ': ': ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' '",hausa
0,"Being honest with good character gives confidence. 
Honesty with oneself purifies conscience and it gives a reassuring honor each time you look at the mirror to see what you made of. 
Be honest, be nice, be a blessing and not a burden. 

Agboism",english
2,"  Una we dey unstable. One day the igbos we say you guys aren't real igbos, calling you Delta igbos, tomorrow dey want to claim you. Una just like slave for this country",english
1,"Mo kò ti ṣe atilẹyin fun a fraudster nitori o ko ni Ọlọrun ati ki o le run awọn oniwe-ile sugbon wo awọn Agba Yahoo ká, d gbajumo olè ti a npe ni oloselu looting orilẹ-ede yi n n n n n n ná ọlọrọ si awọn opà eniyan. o yẹ ki o bẹrẹ lati wẹ lati ori.",yoruba
2,"Bayan sun gama da duk jihar Kaduna, Abuja ce za ta biyo baya, sannan kuma kudu.",hausa
0,"Ẹ̀gbọ́n, wọ́n ti dí mi lọ́wọ́ lórí ìkànnì twitter wọn, Wahala 😂😂😂😂 LINK",yoruba
0,Mutane suna kiran su hoes saboda mafi wauta dalilai. kalmar ba ta da ma'ana a matsayin wani zargi *shruggs*,hausa
1,"Nọgide na-ebi na gị abis amaghị ihe. Ị na-amụmụ ọnụ ọchị mgbe egwuregwu ị na-post na-eme ka ndị ọzọ na-akwa ákwá na bed na olileanya ha nwere na ị. Ihere gị, gị ọgbọ na onye a na-amụbeghị.",igbo
0,Ọ bụ ego ochie? etolite.: Biko hapụ m kwuru. Daalụ: ole ka i mere na-anakọta si ya?,igbo
1,"Ó dára wọ́n ti ń jí owó wa fún ọdún mélòó kan kí ló dé tí wọ́n fi gbé ẹ̀rí náà lọ sí abuja kí wọ́n lè sọ pé àwọn á kó ẹ̀rí ìjọba náà lọ sí abuja, ìyẹn ni ìpínlẹ̀ míì?",yoruba
1,"Ọ bụ nnọọ mwute na anyị nwere a ọha mmadụ nke enweghị nchebe, Bokoharam e meriri na herbs ndị ikom na-egbu ụmụ amaala na-amaghị ihe",igbo
1,"Mtchew.. didirin.. Hausa, Yoruba, Igbo, kowa ya san abin da ke da kyau a gare su.. ko ka shirya ko a'a, u mutane rd kullum kuka kamar bayi a kasarsu, u mutane rd kullum wasa d victim card, na ona full Lagos n Kano, kullum kuka, u mutane",hausa
2,"Yorubas rò pé àwọn hausas kò gbọ́n nígbà tí de hausa ń hùwà òmùgọ̀ sí àwọn yoruba, nígbà tó yá wọ́n sì wá gbọ́n sí wọn..... ní ti àpapọ̀, hausas ló gbọ́n ju yorubas lọ, yoruba ni ohun èlò tí kò ní nǹkan kan tí wọ́n ń sọ, tí wọ́n sì ń sọ̀rọ̀ lókè ọ̀run.",yoruba
0,Àwọn nǹkan àjèjì tí àwọn èèyàn ń ṣe fún eré ìnàjú àti owó lóde òní.,yoruba
2,"Anyị nwere ezigbo ndị isi , ha bụ ndị enyi anyị ... ụlọ akwụkwọ , azụmahịa na ụdị ihe ndị ọzọ niile ọnụ",igbo
0,Ta ló fún ọmọdékùnrin dúdú yìí níṣẹ́ yìí?,yoruba
2,"The Igbos, Hausas and Yorubas and  are mad. Nigeria has other tribes and if y'all decide to destroy yourselves, then find a way to do it but don't include us who are minority. Foolish tribes.",english
1,"Pls ti ẹnikẹni ti ri eyikeyi Garba pẹlu oye lori yi app ṣaaju ki o to? Bcos gbogbo awọn Garba ti mo ti pade ni o kan asan Eg; Adamu Garba, Shehu Garba, ati bẹbẹ lọ Ti o ba ti o ba mọ eyikeyi Garba pẹlu oye, jọwọ so fun mi pls ṣaaju ki o to mo bẹrẹ si ro Northerners orukọ aimọ ọmọ Garba",yoruba
1,She's a hoe She's ugly She's a bitch She's this  She's that  But you dated her?,english
0,Ogologo braids na- cute &amp; apos; niile ma na mgbatị ahụ ọ na-kpamkpam-awụfu.,igbo
1, It happens bro....the dey I fell in love with an Igbo girl...Bros I mumu pass u..the first time I felt I was a fool.,english
0,4 d mata masu aure: dnt wasa wuya 2 fara farawa dangantaka bt wasa wuya 2 samun shi hs 2 yi tare da jima'i pussy ne priceless idan ka zama urs ne,hausa
0,Lampard sọ pé Ben Chilwell wà nínú ẹgbẹ́ ọ̀tẹ̀múyẹ́ lọ́jọ́ ọ̀la.,yoruba
2,"Ònye na-eche!!! mgbe onye na-ere ọkụ na Biafra na-akparị ndị mmadụ, na-emebi udo nke Eastern State, arụmọrụ Pyton dance emeela ka ha ghara ịda mbà, ị nyeghị 10% na 2015 ma ọ meriri dị ka mmegide, n'oge na-adịghị anya ị ga-akwa ákwá maka ịgbahapụ. Smhhh",igbo
1,"""Shin ta yi wa Iranse Olorun ni?"" Amma Iranse Olorun na iya keta lafiyar jikinmu ta hanyar gurbataccen amo. Ko da 'yan sanda sun fi mu wauta wawaye 'yan Najeriya. Na gaji kawai. Na yi dalilin bayar da rahoton irin wannan gurbataccen amo ga 'yan sanda. Na koma gida na fi takaici.",hausa
0,Wọ́n ní láti darí àwọn ìsọfúnni yìí sí àwọn ọ̀daràn yẹn.,yoruba
0,"Wai karasa abinda zaka sa addu'a se qarin ụmụazụ... Abokinne ma Dan iska, 😂 😂 😂",igbo
0,VIDEO: Ajebo Hustlers - Caress  LINK,english
0,Kim K na-egosipụta afọ ime ime ọnwa asaa na-egosi na uwe gba ọtọ.,igbo
0,"Ọ bụrụ na ị garaghị klas atọ dị iche iche iji chọọ ntụ, chefuo ya, ị garabeghị ụlọ akwụkwọ Naịjirịa 🤣 LINK",igbo
2,Musulunci ba mu da matsala domin babu wani dalili na wannan ƙiyayya. lokacin da Boko dey kashe su tafi dey shuru.,hausa
1," : Which type of dumb logic is this please? Pele o, Kinetic gay.",english
1,"Shin wannan wawa adamugarba ba zai ci gaba da rufe bakinsa mai wari har na wasu seconds pls, in case ba ka san garba na dummy daga fassarar kaina",hausa
0," Bastards!!! Are these properties that dey are destroying or humans   you guys would die like pigs, just face us 1 on 1 and see who lasts LINK",english
1,Martial ati Rashford jẹ awọn ẹrọ orin meji ti ko wulo Fred ati Mctominay fun mi jẹ oluṣowo ko. bawo ni a MF ko mọ bi o ṣe le lo bọọlu afi ifi aami gbogbo igba. won ko le gbe bọọlu si ipo ailewu. Mtcheew,yoruba
1,"Ụmụ nwanyị, unu kwesịrị ihi ụra n'abalị na-adịghị tweet n'ihi na ụra efu weirdos na-ewe adv nke gị na-agwụ ike ala na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-na-",igbo
1,Ọ̀nà tí kò dára ni mumu,yoruba
2,Ó ṣe kedere pé ìwọ náà nílò àwọn kan: gbogbo àwọn ọmọ Yorùbá tí wọ́n ń ṣe kòbákùngbé yìí àti àwọn ara wọn tí kò dára.,yoruba
0,Bi ni zan bi ka nan take 👌,hausa
1,Ị na-emefu... site na akụkụ ahụ ị na-akpọ Don zitere m commot,igbo
2,"Àwọn ará àríwá yóò ṣe é, àwọn èèyàn yìí ti di àdàkàdekè.",yoruba
2,"belong to any political party but truth must be told. Enough is enough! The killer herdsmen must leave Yoruba land and go to where they can continue with their evil works. You rape women, kill our Yoruba business men and women and stop farmers from",english
0,"Photos of woman killed by her police officer husband in Uganda and the children left behind LINK via """,english
0,"Shin kuna da kayan aikin da suka dace don kewaya wannan rikicin COVID-19? Haɗa tare da mu don gidan yanar gizon kasuwanci / e-commerce, dabarun dijital don kasancewa mai dacewa da kuma ci gaba da abokan cinikin ku da abokan cinikin ku. Yi magana da mu a 08117218122 ko ziyarci LINK LINK",hausa
2,"Idan mutanenku suna aiki kuma suna zuwa karba daya bayan daya za ku yi tunanin cewa yorubas ne igbos cewa za ka iya kashe kamar kaza, wanda jami'an tsaro? Shugabanku ba zai yi magana game da wadannan Fulani 'yan ta'adda, kungiyar' yan kabari?",hausa
0,"Mayfield rí Westbrook, tó ń pa ohùn ok...",yoruba
2,"Pls kwado mweghachi nke udo, Hausa Boko Haram ndị na-eyi ọha egwu na-egbu anyị. ...",igbo
2,Ndị Igbo efulefus Biafra a nile na-abaghị ọgaranya agaghị ege ntị n' ndụmọdụ anyị ebe ọ bụ na ị na-eti mkpu ma na-akpọ ya ka ị na-akwadebere ndị ntorobịa anyị ihe mgbochi na-abịanụ na-eduzi anyị n'ihu ndị Fulani janjaweed na-eyi ọha egwu mana ha niile ga-eme ka hà bụ ndị nzuzu Zoo efulefus ebe niile,igbo
0,WTF ̊̅k pissin' that dude not 2days again. ya pissin' M̲̲̅̊i.,igbo
1,Orisirisi kòkòrò!😂,yoruba
1,Shiru b 🙄,hausa
2,"  I see now.
If to say its arewa people hate southerners as they keep hating us 
Since years back there will be no more southerners . No more.
But we are just watching you Dogs
Time will come.",english
2,"Hausa Fulani ya kashe Abiola, bayan an soke zabensa da taimakon Igbos. Yanzu tinubu wani Yoruba wanda zai sake dawo da Najeriya yana kaiwa ta hanyar kai hari duk ku wauta Yoruba omo ale.",hausa
2, : Herdsmen are the 4th most deadly terrorists according to the . They have killed tens of thousands of Nigeria…,english
2,Sunan kungiyar mara amfani shine taron dattawan Igbo don zaman lafiya kuma suna da mambobi 15 kawai.,hausa
0,cc le_tumzz Ma niggi!!!!! ì ì ¬ì ì ì ¬ë¦¬,yoruba
2,"Wani ya ce Fulani Shepherdsmen, yara miliyan... duk masu laifi ne &amp; ya kamata a bi da su daidai: cewa launin fata na Fulani Shepherdsmen laifi yana da dalilai na siyasa 😳? bari in bayyana dalilin da ya sa ya yi kuskure.",hausa
2,  They are Yoruba demons,english
2,Ndị Naijiria n'onwe ha bụ ndị kasị bụrụ ndị agbụrụ agbụrụ anyị na-achọ...,igbo
2, She got rid of her abuser. This northern culture is insane.,english
2,Ndị Yorubas bụ ndị na-achọ ọdịmma onwe ha nanị dị ka a fuck .. a fucking kewara ebo jupụtara na ọtụtụ aghụghọ,igbo
0,Zan yi hukunci da Lampard daga mako mai zuwa Ina gudu daga haƙuri,hausa
0,"Bí àwọn ohun ìyanu bá ṣẹlẹ̀, ó máa ya yín lẹ́nu pé FreshL yóò kúkú kúkú kúkú kúkú mú kí n rí...",yoruba
0,Bari in gaya muku cewa sanin Yesu babban abin da zai sa mu yi nasara,hausa
2,Arewacin Najeriya na jagorancin shugabannin motsin rai masu ban tsoro !! Daga mutum na karshe zuwa mutum na karshe !! Lokacin da suka fuskanci yanayi na gaske sai su fara raira waƙoƙin kabilanci da na addini !! Aboki ba mai hikima ba ne don haka Aboki koyaushe ya zama wanda aka azabtar !!!,hausa
1,"Mo kò bọ̀wọ̀ fún ẹ̀yin rárá, mo sì gbà pé àwọn ará mi, àwọn ará Aréwa, yóò ṣe bíi tìẹ. ẹ ò lè jẹ́ àgàbàgebè àwọn ará àríwá, ẹ sì yẹ fún ìsọ̀wò wọn. ẹ̀tàn èké",yoruba
2,PHEMZZYY aint gonna GIVE up.FUCK you all BITCHES...,english
0,Lmao ,yoruba
0,Oporr oporr oporr...... 4 meta is a metaphor😂😂🤘🏾,english
1,Tsanannu su munafukai ne wadanda dole ne su zama oyibo ta hanyar karfi nuna min kowane dabba gay,hausa
1,"Kò sí ohun tó lè ṣe é, kò sì sí ohun tó lè kó ìtìjú báni, èyí sì ń fi kún ìpànìyàn àwọn Kristẹni àti ìjọba olú ọba ní NIG LINK",yoruba
0,Wanene ya ba wannan baƙar fata wannan al'amari don ya magance?,hausa
2," true talk bcuz instead of walking with gud heads,he prefer walking his follow illiterate alimajiri fulani brothers",english
1, Chaiii omo SARS the funny part is that they will collect money after arresting boys they're the really criminals,english
2," Fulanis are sacred cows of the EFCC, so that's an empty boast",english
2,"Ndị na-egbu ụfọdụ ndị na-eyi ọha egwu site n'aka ndị ọchịchị Britain na-akwado abawanyewo ruo 5,000 kwa ụbọchị....",igbo
0,Ọ na - ewute nnọọ ịhụ ndị di na nwunye na - emezu nkwa ha kwere n'ihi ihe isi ike ndị ha nwere .,igbo
1,"   SARS harass women too Dear Sister and I remember ur Feminist coven tweeted that SARS should be left to operate that it's guys they are killing and guys deserve to die. Imagine talk, such toxic People.",english
0,": Anyị niile ga-ejikọ aka mee ka mba Igbo anyị hụrụ n'anya ka mma , na gọọmenti n'ọkwa niile ahapụla anyị anaghị...",igbo
0,I bet I'm hot 😀🙂 LINK,english
1,"Ba na son kafa gidaje ga kwari da kuma baranda amma kowa dole ne ya sami wani wuri mai kyau a kauyen, ko da ba kawai don gyara gidan mahaifinka.",hausa
1,"Labarai da sauransu - "" 'Yan Najeriya 'Yan Sanda Ne a Hannun 'Yan Siyasa""",hausa
1,Wow. ka girma ana tunanin ba za ka buga mace ba kuma har yanzu kana tunanin haka? shin ka ma san cewa laifi ne? Ina nufin za ka iya zuwa kurkuku saboda hakan. amincewa da ke tare da hujjar ka ta wauta tana da ban tsoro. idan ka zo DMs amma ba za ka,hausa
0,Yadda za a sanya alama a cikin tunanin masu sauraron ku Matsayi na alama ko fahimtar alama yana da mahimmanci a cikin Talla. Duk da haka yawancin alamomi suna da wahalar jawo hankalin masu sauraro masu dacewa. Shin za mu iya danna URL don karanta cikakken post LINK LINK,hausa
0,Àwa èèyàn,yoruba
1,"ṣé o wá ń sọ pé tí kò bá sí nínú ìbálòpọ̀, kò ní rí dáadáa? ṣé o máa ń wọ aṣọ tí kò ní lábàbààrá nígbà tó o bá wà láìní ọkọ tàbí aya? ṣé o wá ń sọ pé nígbà tó o bá wọ́n nínú ìbálòpọ̀, o máa ń múra dáadáa torí pé ọkùnrin náà ń náwó fún ọ? irú ìwà tí kò dára wo nìyẹn?",yoruba
